Answer ID,Time_interface,Control,Likes,Reposts,Comments,Effectivness,Comfort,Age,Sex,Education,Completion_time,Type
answer-crg6nhj2lvtxb0ot,23723,2-3,6,6,5,6,6,28,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",66392,Debunking
answer-crg6nhj2lvtxb5qz,90196,3-4,1,1,1,6,6,23,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",221486,Debunking
answer-crg6nhj2lvtxb7t0,27854,3-4,6,6,2,2,3,41,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",73822,Debunking
answer-2l2u2lvtxb82l,6011,3-4,1,1,1,5,7,29,Мужчина,Основное общее или среднее общее (школьное) образование,127172,Debunking
answer-crg6nhj2lvtxbg8h,31101,3-4,5,3,4,3,2,44,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",183246,Debunking
answer-crg6nhj2lvtxcils,27640,3-4,6,4,4,7,6,48,Женщина,"Высшее образование (магистратура, ординатура)",140171,Debunking
answer-crg6nhj2lvtxd5nj,72254,3-4,1,1,1,5,4,44,Женщина,"Высшее образование (магистратура, ординатура)",178482,Debunking
answer-2l2u2lvtxd9a4,47438,3-4,1,1,1,5,5,21,Мужчина,Основное общее или среднее общее (школьное) образование,140883,Debunking
answer-crg6nhj2lvtxdpax,63715,3-4,1,1,3,7,6,42,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",163683,Debunking
answer-2l2u2lvtxe2zv,25662,2-3,4,1,1,5,4,33,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",110145,Debunking
answer-crg6nhj2lvtxe5mz,39992,3-4,2,1,1,3,3,37,Женщина,"Высшее образование (магистратура, ординатура)",227750,Debunking
answer-2l2u2lvtxek33,57811,3-4,5,4,4,5,5,20,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",155979,Debunking
answer-2l2u2lvtxerg0,140770,3-4,2,2,2,3,3,21,Женщина,Основное общее или среднее общее (школьное) образование,468354,Debunking
answer-2l2u2lvtxev10,58459,3-4,1,1,3,7,7,35,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",179122,Debunking
answer-crg6nhj2lvtxevqc,93422,2-3,2,1,4,6,6,40,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",314413,Debunking
answer-crg6nhj2lvtxf5jd,21624,3-4,6,4,4,4,2,43,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",110064,Debunking
answer-crg6nhj2lvtxf5le,6970,3-4,1,1,1,6,5,30,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",67657,Debunking
answer-crg6nhj2lvtxfv0y,141445,3-4,7,7,7,1,1,49,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",293918,Debunking
answer-2l2u2lvtxg3ma,38525,3-4,2,2,2,2,2,42,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",191237,Debunking
answer-crg6nhj2lvtxgjeq,81135,3-4,4,3,2,5,6,41,Женщина,"Высшее образование (магистратура, ординатура)",193148,Debunking
answer-2l2u2lvtxgm60,47729,3-4,4,4,1,7,7,37,Предпочитаю не говорить,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",178051,Debunking
answer-2l2u2lvtxh0px,41227,3-4,1,1,1,6,6,36,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",114580,Debunking
answer-2l2u2lvtxhbpk,49056,3-4,1,1,1,1,1,32,Мужчина,"Высшее образование (магистратура, ординатура)",110470,Debunking
answer-crg6nhj2lvtxhch0,86643,3-4,1,1,1,6,5,36,Мужчина,Основное общее или среднее общее (школьное) образование,176242,Debunking
answer-crg6nhj2lvtxhnj4,25361,3-4,3,2,1,4,5,35,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",131444,Debunking
answer-crg6nhj2lvtxi0bc,56398,3-4,1,1,1,7,6,40,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",155379,Debunking
answer-2l2u2lvtxi3v0,32211,2-3,5,2,6,5,4,42,Женщина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",135379,Debunking
answer-crg6nhj2lvtxi7el,40765,3-4,3,1,1,6,2,47,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",166030,Debunking
answer-2l2u2lvtxiekx,35026,3-4,7,4,6,7,7,29,Женщина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",168332,Debunking
answer-2l2u2lvtxivq3,20820,3-4,7,7,6,6,6,43,Мужчина,Основное общее или среднее общее (школьное) образование,100937,Debunking
answer-crg6nhj2lvtxj3q1,46764,3-4,1,1,5,7,6,37,Мужчина,Основное общее или среднее общее (школьное) образование,223553,Debunking
answer-2l2u2lvtxj646,8224,3-4,1,1,1,1,2,37,Женщина,"Высшее образование (магистратура, ординатура)",54300,Debunking
answer-2l2u2lvtxja9s,41000,3-4,4,4,5,5,4,43,Женщина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",-6597,Debunking
answer-crg6nhj2lvtxjdfc,9547,3-4,4,3,1,2,1,41,Женщина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",112988,Debunking
answer-2l2u2lvtxjgq7,64008,3-4,1,1,4,7,7,31,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",331518,Debunking
answer-2l2u2lvtxpw93,23946,3-4,1,1,1,6,5,34,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",74952,Debunking
answer-2l2u2lvty34jl,34876,3-4,1,1,4,7,7,36,Женщина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",185208,Debunking
answer-crg6nhj2lvtvjki1,51178,3-4,1,1,1,7,5,49,Женщина,"Высшее образование (магистратура, ординатура)",154610,Universal
answer-2l2u2lvtvjl2m,31133,3-4,4,1,5,7,4,37,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",122057,Universal
answer-crg6nhj2lvtvjlgv,18633,3-4,3,1,1,4,6,36,Мужчина,"Высшее образование (магистратура, ординатура)",88094,Universal
answer-crg6nhj2lvtvjnrs,84034,3-4,1,1,1,4,4,25,Мужчина,Основное общее или среднее общее (школьное) образование,254825,Universal
answer-2l2u2lvtvjpcn,17684,3-4,4,4,4,7,7,37,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",111913,Universal
answer-2l2u2lvtvjpdw,33137,3-4,1,1,1,7,4,41,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",176617,Universal
answer-crg6nhj2lvtvjpom,48133,3-4,1,1,1,7,7,39,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",146657,Universal
answer-2l2u2lvtvjq66,22835,3-4,1,1,1,6,7,46,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",164350,Universal
answer-2l2u2lvtvjqnl,16508,3-4,1,1,1,7,7,30,Женщина,"Высшее образование (магистратура, ординатура)",121438,Universal
answer-2l2u2lvtvjr0o,69425,3-4,1,1,1,7,7,44,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",405819,Universal
answer-crg6nhj2lvtvjr2w,58715,3-4,2,2,2,5,5,41,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",343439,Universal
answer-crg6nhj2lvtvjrc3,27761,3-4,1,1,1,7,5,36,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",134244,Universal
answer-crg6nhj2lvtvjrop,64321,3-4,2,1,3,5,3,41,Женщина,"Высшее образование (магистратура, ординатура)",177555,Universal
answer-crg6nhj2lvtvjshp,53640,3-4,6,5,4,6,7,48,Женщина,"Высшее образование (магистратура, ординатура)",192893,Universal
answer-2l2u2lvtvjsro,212607,3-4,2,3,2,7,7,39,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",382419,Universal
answer-2l2u2lvtvjtmz,70746,3-4,1,1,1,7,7,41,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",296586,Universal
answer-2l2u2lvtvjvm4,39378,3-4,1,1,1,1,4,40,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",102127,Universal
answer-crg6nhj2lvtvjwag,183405,3-4,1,1,2,4,1,40,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",434941,Universal
answer-crg6nhj2lvtvjwvi,16840,3-4,1,1,4,6,6,49,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",31337,Universal
answer-2l2u2lvtvjwwp,42174,3-4,7,7,7,7,7,27,Женщина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",103815,Universal
answer-2l2u2lvtvjxgd,21691,3-4,1,1,1,7,7,38,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",126917,Universal
answer-crg6nhj2lvtvjxmi,77290,3-4,2,2,4,2,2,25,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",233224,Universal
answer-crg6nhj2lvtvjxpm,70250,3-4,1,1,1,6,7,45,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",208405,Universal
answer-crg6nhj2lvtvjycd,96619,3-4,7,2,1,7,7,36,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",357790,Universal
answer-crg6nhj2lvtvjznw,21006,3-4,7,7,7,7,7,18,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",74001,Universal
answer-crg6nhj2lvtvk0q7,26342,2-3,1,1,1,1,5,35,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",76651,Universal
answer-crg6nhj2lvtvk27p,45880,3-4,1,1,1,7,7,34,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",173159,Universal
answer-2l2u2lvtvk2n0,8685,3-4,2,1,1,7,6,43,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",104887,Universal
answer-2l2u2lvtvk53p,98624,3-4,3,1,1,6,7,48,Женщина,"Высшее образование (магистратура, ординатура)",244717,Universal
answer-2l2u2lvtvk5fi,25877,3-4,1,1,1,6,6,43,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",146469,Universal
answer-crg6nhj2lvtvk7dc,39612,3-4,1,1,1,1,1,30,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",95538,Universal
answer-crg6nhj2lvtvkaqa,38554,2-3,2,1,4,7,6,36,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",167073,Universal
answer-2l2u2lvtvkazq,53308,2-3,1,1,1,7,7,40,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",8993,Universal
answer-2l2u2lvtvkc49,20950,3-4,1,1,1,1,1,49,Мужчина,"Высшее образование (магистратура, ординатура)",52529,Universal
answer-crg6nhj2lvtvkcfw,40915,2-3,1,1,4,6,5,48,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",187755,Universal
answer-2l2u2lvtvkcp5,50804,3-4,3,3,6,5,2,49,Женщина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",155636,Universal
answer-2l2u2lvtvkd4b,14390,3-4,4,6,4,5,6,37,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",99644,Universal
answer-2l2u2lvtvkdxy,37620,3-4,1,1,2,7,5,19,Женщина,Основное общее или среднее общее (школьное) образование,286466,Universal
answer-crg6nhj2lvtvkeuk,26012,3-4,6,5,5,6,5,40,Мужчина,Основное общее или среднее общее (школьное) образование,85090,Universal
answer-2l2u2lvtvkg3d,38139,3-4,4,1,2,3,2,40,Женщина,"Высшее образование (магистратура, ординатура)",121347,Universal
answer-2l2u2lvtvkgaj,53450,3-4,1,1,1,6,1,40,Женщина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",128776,Universal
answer-2l2u2lvtvkh7y,26204,3-4,1,5,1,7,1,41,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",180437,Universal
answer-crg6nhj2lvtvkhkb,32638,3-4,4,1,3,2,3,45,Женщина,"Высшее образование (магистратура, ординатура)",122312,Universal
answer-crg6nhj2lvtvkixt,10621,3-4,2,1,1,6,7,21,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",94713,Universal
answer-2l2u2lvtvkm2g,105555,3-4,1,1,1,7,7,45,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",288689,Universal
answer-2l2u2lvtvkmwx,47431,3-4,5,2,4,7,7,35,Женщина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",190604,Universal
answer-2l2u2lvtvkok2,54879,3-4,1,1,1,4,7,47,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",149125,Universal
answer-2l2u2lvtvku9f,48022,3-4,4,1,2,5,2,27,Мужчина,Основное общее или среднее общее (школьное) образование,122648,Universal
answer-crg6nhj2lvtvkv33,55283,3-4,7,1,1,1,1,25,Мужчина,"Высшее образование (магистратура, ординатура)",109450,Universal
answer-crg6nhj2lvtvl74u,28538,2-3,2,2,2,6,6,35,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",106167,Universal
answer-crg6nhj2lvtvlfra,24890,3-4,1,1,1,4,1,42,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",89714,Universal
answer-2l2u2lvtvlfvg,4212,3-4,4,4,4,4,5,40,Женщина,Ученая степень кандидата / доктора наук,156592,Universal
answer-2l2u2lvtvllxq,38647,3-4,1,1,1,7,7,32,Женщина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",124410,Universal
answer-2l2u2lvtvlmha,22988,3-4,1,1,2,6,5,48,Женщина,"Высшее образование (магистратура, ординатура)",91761,Universal
answer-crg6nhj2lvtvly6s,24100,3-4,2,2,2,2,2,31,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",109623,Universal
answer-crg6nhj2lvtvlz39,23027,3-4,7,1,1,7,7,41,Женщина,"Высшее образование (магистратура, ординатура)",113032,Universal
answer-2l2u2lvtvm4z4,11953,3-4,1,1,2,6,6,41,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",94163,Universal
answer-crg6nhj2lvtvm8yw,7050,3-4,1,1,1,7,7,37,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",114390,Universal
answer-2l2u2lvtvmcdl,51877,3-4,1,1,1,4,3,36,Женщина,"Высшее образование (магистратура, ординатура)",154829,Universal
answer-crg6nhj2lvtvmi72,6136,3-4,1,1,1,6,6,26,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",49867,Universal
answer-2l2u2lvtvmsp2,32746,3-4,2,1,3,7,6,30,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",140248,Universal
answer-crg6nhj2lvtvmto9,25793,3-4,1,1,1,7,4,45,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",311119,Universal
answer-2l2u2lvtvn4g2,21850,3-4,2,1,1,4,4,40,Мужчина,"Высшее образование (магистратура, ординатура)",118174,Universal
answer-2l2u2lvtvnhw9,6960,3-4,1,1,5,7,7,40,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",41533,Universal
answer-crg6nhj2lvtvnhyn,44089,3-4,4,4,1,3,5,38,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",158008,Universal
answer-crg6nhj2lvtvodxv,6858,3-4,1,1,1,7,7,38,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",79251,Universal
answer-2l2u2lvtvooys,29224,3-4,1,1,1,5,5,35,Женщина,Основное общее или среднее общее (школьное) образование,159979,Universal
answer-crg6nhj2lvtvp0hc,21109,3-4,1,1,1,7,6,42,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",67603,Universal
answer-crg6nhj2lvtvqdox,8851,2-3,2,2,1,6,7,48,Женщина,Основное общее или среднее общее (школьное) образование,65806,Universal
answer-crg6nhj2lvtvsy9w,20588,2-3,1,1,5,7,7,36,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",118354,Universal
answer-2l2u2lvtw2l7g,4470,2-3,1,1,3,NA,NA,29,Мужчина,Основное общее или среднее общее (школьное) образование,-37478,Control
answer-2l2u2lvtw2phn,61729,3-4,1,1,1,NA,NA,40,Мужчина,"Высшее образование (магистратура, ординатура)",159701,Control
answer-crg6nhj2lvtw2qks,10779,3-4,1,1,5,NA,NA,36,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",98517,Control
answer-2l2u2lvtw2x61,42706,3-4,5,1,1,NA,NA,45,Мужчина,"Высшее образование (магистратура, ординатура)",119432,Control
answer-2l2u2lvtw3395,86172,3-4,1,1,1,NA,NA,44,Женщина,"Высшее образование (магистратура, ординатура)",222311,Control
answer-crg6nhj2lvtw36in,18444,3-4,5,5,4,NA,NA,36,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",62413,Control
answer-crg6nhj2lvtw3852,51147,3-4,4,4,6,NA,NA,49,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",312570,Control
answer-crg6nhj2lvtw39u4,63678,3-4,5,5,5,NA,NA,43,Мужчина,"Высшее образование (магистратура, ординатура)",156636,Control
answer-2l2u2lvtw3acy,33278,3-4,2,1,1,NA,NA,41,Женщина,"Высшее образование (магистратура, ординатура)",97969,Control
answer-2l2u2lvtw3byh,7832,2-3,1,1,7,NA,NA,35,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",-5856,Control
answer-2l2u2lvtw3fr3,40711,2-3,5,2,2,NA,NA,30,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",7392546,Control
answer-crg6nhj2lvtw3h7w,61642,3-4,1,4,4,NA,NA,26,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",128292,Control
answer-2l2u2lvtw3iqk,25193,3-4,1,1,5,NA,NA,33,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",140220,Control
answer-2l2u2lvtw3irn,28453,3-4,1,1,1,NA,NA,21,Мужчина,Основное общее или среднее общее (школьное) образование,94097,Control
answer-crg6nhj2lvtw3keh,18635,3-4,1,1,1,NA,NA,37,Женщина,"Высшее образование (магистратура, ординатура)",73640,Control
answer-crg6nhj2lvtw3lof,10410,3-4,1,1,1,NA,NA,33,Мужчина,"Высшее образование (магистратура, ординатура)",77242,Control
answer-2l2u2lvtw3me4,44171,2-3,1,1,1,NA,NA,25,Мужчина,Основное общее или среднее общее (школьное) образование,167864,Control
answer-2l2u2lvtw3o5v,10165,3-4,3,3,3,NA,NA,22,Женщина,"Высшее образование (магистратура, ординатура)",58886,Control
answer-crg6nhj2lvtw3p8p,8920,3-4,2,1,1,NA,NA,47,Мужчина,"Высшее образование (магистратура, ординатура)",55085,Control
answer-2l2u2lvtw3q5c,11833,3-4,1,1,1,NA,NA,29,Женщина,Основное общее или среднее общее (школьное) образование,48597,Control
answer-crg6nhj2lvtw3q70,26819,3-4,1,1,1,NA,NA,40,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",100536,Control
answer-2l2u2lvtw3qu3,50896,3-4,5,2,2,NA,NA,46,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",123831,Control
answer-crg6nhj2lvtw3qxd,10782,2-3,2,1,3,NA,NA,20,Мужчина,Основное общее или среднее общее (школьное) образование,145056,Control
answer-2l2u2lvtw3udu,18892,3-4,5,5,2,NA,NA,41,Женщина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",84011,Control
answer-2l2u2lvtw3xh3,27675,3-4,1,1,1,NA,NA,36,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",123795,Control
answer-2l2u2lvtw3z6f,86130,3-4,5,3,6,NA,NA,44,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",208762,Control
answer-crg6nhj2lvtw40lc,12495,3-4,1,1,4,NA,NA,45,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",62710,Control
answer-crg6nhj2lvtw44zl,9737,2-3,1,1,6,NA,NA,38,Мужчина,Основное общее или среднее общее (школьное) образование,58988,Control
answer-crg6nhj2lvtw453y,25522,3-4,1,1,2,NA,NA,47,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",137675,Control
answer-crg6nhj2lvtw4636,17386,3-4,1,1,1,NA,NA,37,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",7163585,Control
answer-crg6nhj2lvtw492g,27685,3-4,2,1,1,NA,NA,23,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",91639,Control
answer-crg6nhj2lvtw497u,26198,3-4,1,1,1,NA,NA,23,Женщина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",95113,Control
answer-crg6nhj2lvtw4bw6,18695,3-4,1,1,1,NA,NA,33,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",79464,Control
answer-crg6nhj2lvtw4c6l,25515,3-4,4,1,1,NA,NA,45,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",428571,Control
answer-crg6nhj2lvtw4dub,32068,3-4,1,1,1,NA,NA,39,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",145966,Control
answer-2l2u2lvtw4kfl,40111,2-3,5,5,4,NA,NA,39,Мужчина,Основное общее или среднее общее (школьное) образование,139555,Control
answer-crg6nhj2lvtw4m5w,47729,3-4,2,1,3,NA,NA,26,Мужчина,"Высшее образование (магистратура, ординатура)",141298,Control
answer-2l2u2lvtw4nqc,17715,3-4,1,1,1,NA,NA,37,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",73377,Control
answer-crg6nhj2lvtw4ru7,61826,3-4,1,1,3,NA,NA,40,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",131256,Control
answer-2l2u2lvtw4sor,7902,2-3,5,4,3,NA,NA,37,Женщина,"Высшее образование (магистратура, ординатура)",44683,Control
answer-2l2u2lvtw4tan,6106,3-4,4,4,1,NA,NA,41,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",78607,Control
answer-crg6nhj2lvtw4tif,25938,3-4,2,1,1,NA,NA,35,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",83751,Control
answer-crg6nhj2lvtw504k,98171,3-4,1,1,1,NA,NA,21,Женщина,Основное общее или среднее общее (школьное) образование,235379,Control
answer-crg6nhj2lvtw599m,18056,3-4,6,1,1,NA,NA,34,Женщина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",58512,Control
answer-2l2u2lvtw5ant,29266,3-4,1,1,1,NA,NA,35,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",91157,Control
answer-crg6nhj2lvtw5fv0,1457,1-2,3,1,1,NA,NA,45,Женщина,Основное общее или среднее общее (школьное) образование,97164,Control
answer-crg6nhj2lvtw5k69,31690,2-3,4,2,1,NA,NA,40,Женщина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",102592,Control
answer-crg6nhj2lvtw5kua,3179,3-4,7,7,7,NA,NA,28,Мужчина,"Высшее образование (магистратура, ординатура)",49056,Control
answer-2l2u2lvtw5li3,23554,2-3,1,1,5,NA,NA,35,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",114942,Control
answer-crg6nhj2lvtw5m4d,10723,3-4,3,1,1,NA,NA,37,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",46181,Control
answer-crg6nhj2lvtw5ngx,61125,3-4,4,4,1,NA,NA,41,Женщина,"Высшее образование (магистратура, ординатура)",165057,Control
answer-crg6nhj2lvtw5oz9,78166,3-4,1,1,1,NA,NA,30,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",163393,Control
answer-2l2u2lvtw5q75,21098,3-4,1,1,4,NA,NA,20,Мужчина,Основное общее или среднее общее (школьное) образование,60087,Control
answer-crg6nhj2lvtw5tfl,19682,3-4,1,1,2,NA,NA,30,Мужчина,Основное общее или среднее общее (школьное) образование,150958,Control
answer-2l2u2lvtw5u5w,5451,2-3,1,1,1,NA,NA,41,Предпочитаю не говорить,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",98791,Control
answer-2l2u2lvtw603m,40190,3-4,1,1,1,NA,NA,37,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",98577,Control
answer-2l2u2lvtw61p8,39175,3-4,6,2,6,NA,NA,33,Женщина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",-221459,Control
answer-2l2u2lvtw660r,15683,3-4,1,1,1,NA,NA,39,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",70888,Control
answer-2l2u2lvtw6fxv,15290,3-4,1,1,1,NA,NA,48,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",106725,Control
answer-crg6nhj2lvtw6hct,92365,3-4,4,2,7,NA,NA,45,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",167037,Control
answer-2l2u2lvtw6jr7,29305,3-4,1,1,1,NA,NA,40,Женщина,"Высшее образование (магистратура, ординатура)",-168374,Control
answer-crg6nhj2lvtw6lkn,28845,3-4,1,1,1,NA,NA,35,Женщина,"Высшее образование (магистратура, ординатура)",112886,Control
answer-2l2u2lvtw6m0u,25396,3-4,5,5,1,NA,NA,50,Мужчина,Ученая степень кандидата / доктора наук,130704,Control
answer-2l2u2lvtw6o29,25722,3-4,1,1,1,NA,NA,49,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",101048,Control
answer-crg6nhj2lvtw6zvs,5013,3-4,1,1,1,NA,NA,45,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",44914,Control
answer-2l2u2lvtw71io,30866,3-4,1,1,1,NA,NA,44,Женщина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",119990,Control
answer-crg6nhj2lvtw7249,39291,3-4,7,4,5,NA,NA,43,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",193548,Control
answer-2l2u2lvtw76gy,33525,3-4,1,1,1,NA,NA,25,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",-467415,Control
answer-crg6nhj2lvtwc2hb,14665,3-4,1,1,2,NA,NA,28,Мужчина,"Среднее профессиональное образование (техникум, колледж, училище и т.п.)",62796,Control
answer-2l2u2lvtwp19k,16249,3-4,3,3,3,NA,NA,40,Мужчина,"Высшее образование (бакалавриат, специалитет в университете, академии, институте и т.п.)",56747,Control
